timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,target_rel_east,target_rel_north,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed,t_monotonic_ms,guidance_mode,geometry_class,geometry_reason,signed_cross_track,heading_err_to_tangent,ref_tangent_deg,ref_tangent_confidence,raw_curvature,cmd_curvature,curvature_saturated,curvature_slew_limited,capture_active,intersect_s,intersect_w,speed_limited,formula_used,raw_gary_curvature,raw_gary_radius,final_cmd_curvature,final_desired_turn_radius,current_target_index,next_target_index,gary_A,gary_B,target_advanced,gary_IA,gary_offset_distance,DC,DT,gary_along_to_next_m,target_advance_reason,actuator_lag_counts,actuator_lag_speed_limited,actuator_lag_speed_before,actuator_lag_speed_after,gary_straight_heading_limited,gary_straight_heading_speed_before,gary_straight_heading_speed_after
2026-09-13 13:25:40,FOLLOW_TRACK,37.9008858333,-97.6642001667,-1.313443191267283,-2.330689360314359,15.42843,360.0,0.004115552,0.00,2.00,0.015,2.000,0,2.675,0.01,2.00,2.675,19.9,35.3,,5.97,0.000,5.97,RIGHT,1100,1100,1095,1097,,inf,0.0,0.000,0.000,0.000,0.000,287,pure_pursuit,TANGENT_ARC,,-2.345,19.9,360.0,1.00,0.1674,0.1674,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1674,5.97,0,1,,,0,19.9,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:40,FOLLOW_TRACK,37.9008858333,-97.6642001667,-1.313443191267283,-2.330689360314359,15.39259,360.0,0.00514444,0.00,2.00,0.015,2.000,0,2.675,0.01,2.00,2.675,19.9,35.3,,5.96,0.000,5.96,RIGHT,1100,1100,1096,1097,,inf,0.0,0.000,0.000,0.000,0.000,463,pure_pursuit,TANGENT_ARC,,-2.345,19.9,360.0,1.00,0.1677,0.1677,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1677,5.96,0,1,,,0,19.9,,,,,NONE,676,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:40,FOLLOW_TRACK,37.900886,-97.6642001667,-1.2949403916657056,-2.330689355047741,15.37093,360.0,0.00514444,0.00,2.00,0.015,2.000,0,2.666,0.01,2.00,2.666,20.1,35.4,,5.89,0.000,5.89,RIGHT,1100,1100,1095,1097,,inf,0.0,0.000,0.000,0.000,0.000,676,pure_pursuit,TANGENT_ARC,,-2.345,20.1,360.0,1.00,0.1698,0.1698,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1698,5.89,0,1,,,0,20.1,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:40,FOLLOW_TRACK,37.9008858333,-97.6642001667,-1.313443191267283,-2.330689360314359,15.41188,360.0,0.009774436,0.00,2.00,0.015,2.000,0,2.675,0.01,2.00,2.675,19.9,35.3,,5.97,0.000,5.97,RIGHT,1100,1100,1095,1097,,inf,0.0,0.000,0.000,0.000,0.000,864,pure_pursuit,TANGENT_ARC,,-2.345,19.9,360.0,1.00,0.1676,0.1676,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1676,5.97,0,1,,,0,19.9,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:40,FOLLOW_TRACK,37.9008858333,-97.6642003333,-1.313443186768063,-2.345341920573002,15.41059,360.0,0.0015433320000000001,0.00,2.00,0.015,2.000,0,2.688,0.01,2.00,2.688,20.1,35.5,,5.93,0.000,5.93,RIGHT,1100,1100,1095,1097,,inf,0.0,0.000,0.000,0.000,0.000,1070,pure_pursuit,TANGENT_ARC,,-2.360,20.1,360.0,1.00,0.1686,0.1686,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1686,5.93,0,1,,,0,20.1,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:41,FOLLOW_TRACK,37.9008856667,-97.6642003333,-1.331934888980649,-2.3453419257485644,15.38214,360.0,0.0056588839999999994,0.00,2.00,0.015,2.000,0,2.697,0.01,2.00,2.697,19.9,35.3,,5.99,0.000,5.99,RIGHT,1100,1100,1095,1098,,inf,0.0,0.000,0.000,0.000,0.000,1278,pure_pursuit,TANGENT_ARC,,-2.360,19.9,360.0,1.00,0.1670,0.1670,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1670,5.99,0,1,,,0,19.9,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:41,FOLLOW_TRACK,37.9008856667,-97.6642005,-1.331934884809888,-2.360003281806369,15.34821,360.0,0.002057776,0.00,2.00,0.015,2.000,0,2.710,0.01,2.00,2.710,20.1,35.5,,5.94,0.000,5.94,RIGHT,1100,1100,1095,1098,,inf,0.0,0.000,0.000,0.000,0.000,1457,pure_pursuit,TANGENT_ARC,,-2.375,20.1,360.0,1.00,0.1683,0.1683,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1683,5.94,0,1,,,0,20.1,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:41,FOLLOW_TRACK,37.9008856667,-97.6642005,-1.331934884809888,-2.360003281806369,15.35357,360.0,0.00257222,0.00,2.00,0.015,2.000,0,2.710,0.01,2.00,2.710,20.1,35.5,,5.95,0.000,5.95,RIGHT,1100,1100,1095,1098,,inf,0.0,0.000,0.000,0.000,0.000,1673,pure_pursuit,TANGENT_ARC,,-2.375,20.1,360.0,1.00,0.1682,0.1682,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1682,5.95,0,1,,,0,20.1,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:41,FOLLOW_TRACK,37.9008855,-97.6642006667,-1.350437679711125,-2.374664641169411,15.31855,360.0,0.00257222,0.00,2.00,0.015,2.000,0,2.732,0.01,2.00,2.732,20.2,35.5,,5.96,0.000,5.96,RIGHT,1100,1100,1095,1098,,inf,0.0,0.000,0.000,0.000,0.000,1860,pure_pursuit,TANGENT_ARC,,-2.389,20.2,360.0,1.00,0.1677,0.1677,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1677,5.96,0,1,,,0,20.2,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
2026-09-13 13:25:41,FOLLOW_TRACK,37.9008855,-97.6642008333,-1.350437675864741,-2.3893172023422258,15.34075,360.0,0.003601108,0.00,2.00,0.015,2.000,0,2.745,0.01,2.00,2.745,20.3,35.7,,5.94,0.000,5.94,RIGHT,1100,1100,1095,1097,,inf,0.0,0.000,0.000,0.000,0.000,2067,pure_pursuit,TANGENT_ARC,,-2.404,20.3,360.0,1.00,0.1684,0.1684,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.1684,5.94,0,1,,,0,20.3,,,,,NONE,675,1,1.256,0.000,0,1.256,1.256
