timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed
2026-07-26 13:25:52,FOLLOW_TRACK,37.9010035,-97.664092,14.669794031863413,7.739635360580923,149.00334,160.1,1.4527898559999999,21.25,23.25,19,16.586,8.71,12.94,0.075,1.7,150.7,-2.0,inf,0.977,inf,STRAIGHT,587,587,578,593,-35.14,10.63,0.0,0.977,0.977,0.977,0.977
2026-07-26 13:25:52,FOLLOW_TRACK,37.9010013333,-97.6640903333,14.429302163433523,7.886222526546058,149.21742,174.0,1.4574198520000001,21.53,23.53,19,16.444,8.80,12.68,0.084,3.3,152.5,-1.2,17.26,1.095,17.26,RIGHT,479,513,578,593,-35.14,78.03,0.0,1.117,1.073,1.117,1.073
2026-07-26 13:25:52,FOLLOW_TRACK,37.900999,-97.6640888333,14.170318581134023,8.018148386686423,149.416,174.0,1.4404432,21.82,23.82,19,16.282,8.83,12.39,0.116,6.1,155.5,4.0,9.19,1.095,9.19,RIGHT,464,528,563,574,-49.00,82.76,0.0,1.137,1.053,1.137,1.053
2026-07-26 13:25:52,FOLLOW_TRACK,37.9009966667,-97.6640876667,13.911334972065738,8.12075158735543,149.2969,174.0,1.400316568,22.10,24.10,19,16.108,8.86,12.12,0.172,8.4,157.7,3.5,6.65,1.095,6.65,RIGHT,452,541,497,537,-14.38,134.66,0.0,1.153,1.037,1.153,1.037
2026-07-26 13:25:53,FOLLOW_TRACK,37.9009945,-97.664086,13.670843110191852,8.267338778074395,148.8722,174.0,1.4579342960000001,22.42,24.42,20,15.976,8.89,11.80,0.168,12.7,161.6,1.5,4.48,1.095,4.48,RIGHT,430,562,470,540,-8.33,38.74,0.0,1.180,1.009,1.180,1.009
2026-07-26 13:25:53,FOLLOW_TRACK,37.9009921667,-97.6640846667,13.411859520694687,8.384603327490636,148.3064,174.0,1.367392152,22.70,24.70,20,15.817,8.92,11.52,0.146,15.9,164.2,6.4,3.59,1.095,3.59,RIGHT,420,578,452,543,-6.47,27.61,0.0,1.202,0.988,1.202,0.988
2026-07-26 13:25:53,FOLLOW_TRACK,37.90099,-97.6640831667,13.171367647347477,8.516529200819644,147.44424,174.2,1.3828254720000002,22.97,24.97,20,15.685,8.95,11.25,0.104,19.9,167.4,5.0,2.89,1.129,2.89,RIGHT,420,575,438,560,-4.82,18.69,0.0,1.266,0.993,1.266,0.993
2026-07-26 13:25:53,FOLLOW_TRACK,37.9009868333,-97.6640808333,12.819881251668138,8.72175307939034,146.66816,174.2,2.092758192,23.37,25.37,20,15.505,8.99,10.85,0.031,25.6,172.3,3.4,2.30,1.129,2.30,RIGHT,420,602,432,570,-4.25,30.31,0.0,1.301,0.958,1.301,0.958
2026-07-26 13:25:53,FOLLOW_TRACK,37.9009845,-97.664079,12.56089771504877,8.882992867834684,146.54638,174.2,1.410605448,23.66,25.66,21,15.385,9.02,10.56,0.072,29.6,176.2,4.2,2.03,1.129,2.03,RIGHT,420,620,429,576,-3.98,132.97,0.0,1.325,0.934,1.325,0.934
2026-07-26 13:25:54,FOLLOW_TRACK,37.900982,-97.6640766667,12.283411430772233,9.088207900870815,147.0346,174.2,1.7269885080000003,23.96,25.96,21,15.280,9.05,10.27,0.247,34.1,181.2,-6.2,1.80,1.129,1.80,RIGHT,420,639,429,601,-3.35,43.99,0.0,1.350,0.909,1.350,0.909
2026-07-26 13:25:54,FOLLOW_TRACK,37.9009798333,-97.6640758333,12.042919503582405,9.161506054914597,145.13018,173.3,1.1693312120000001,24.20,26.20,21,15.132,9.07,10.02,0.295,37.3,182.5,22.5,1.67,1.129,1.67,RIGHT,420,652,429,618,-3.02,6.46,0.0,1.367,0.892,1.367,0.892
2026-07-26 13:25:54,FOLLOW_TRACK,37.9009776667,-97.6640738333,11.802438793968825,9.337407189355659,147.87588,173.3,1.496003152,24.46,26.46,21,15.049,9.10,9.77,0.445,38.6,186.5,-4.3,1.64,1.129,1.64,RIGHT,420,655,429,638,-2.70,6.27,0.0,1.370,0.888,1.370,0.888
2026-07-26 13:25:54,FOLLOW_TRACK,37.9009746667,-97.6640718333,11.46945518521095,9.513308440195118,149.29808,173.3,1.9157894560000002,24.81,26.81,22,14.901,9.15,9.42,0.585,40.9,190.2,2.9,1.59,1.129,1.59,RIGHT,420,661,429,647,-2.57,15.43,0.0,1.378,0.881,1.378,0.881
2026-07-26 13:25:54,FOLLOW_TRACK,37.9009715,-97.6640706667,11.117968693027072,9.615911831329143,147.53728,173.3,1.738306276,25.17,27.17,22,14.699,9.19,9.06,0.652,44.2,191.8,17.8,1.50,1.129,1.50,RIGHT,420,672,429,650,-2.53,10.77,0.0,1.392,0.867,1.392,0.867
2026-07-26 13:25:55,FOLLOW_TRACK,37.90097,-97.6640693333,10.951476927509676,9.733185144781727,150.87306,176.6,0.9100514359999999,25.35,27.35,22,14.652,9.21,8.89,0.751,43.4,194.3,-7.5,1.55,1.067,1.55,RIGHT,420,703,429,661,-2.39,3.45,0.0,1.309,0.826,1.309,0.826
2026-07-26 13:25:55,FOLLOW_TRACK,37.9009678333,-97.6640673333,10.710985129618203,9.909086319577924,152.08624,176.6,1.6235852640000001,25.60,27.60,22,14.592,9.22,8.63,0.902,46.2,198.3,-6.3,1.52,1.067,1.52,RIGHT,420,707,429,674,-2.25,14.35,0.0,1.314,0.821,1.314,0.821
2026-07-26 13:25:55,FOLLOW_TRACK,37.9009648333,-97.6640661667,10.378001444868517,10.011689714343524,152.77444,176.6,1.7130985200000002,25.94,27.94,22,14.420,9.24,8.29,0.970,47.4,200.2,9.3,1.51,1.067,1.51,RIGHT,420,708,428,698,-2.01,28.36,0.0,1.315,0.820,1.315,0.820
2026-07-26 13:25:55,FOLLOW_TRACK,37.900962,-97.6640656667,10.063520489134335,10.055665323969095,152.76224,176.6,1.5381875600000001,26.28,28.28,23,14.226,9.26,7.96,0.979,47.9,200.6,21.5,1.52,1.067,1.52,RIGHT,420,707,428,700,-1.99,1451.04,0.0,1.314,0.821,1.314,0.821
2026-07-26 13:25:55,FOLLOW_TRACK,37.9009601667,-97.6640635,9.860034318079897,10.246227819840641,156.8391,176.6,1.4918876,26.50,28.50,23,14.220,9.28,7.73,1.144,47.7,204.5,-19.4,1.58,1.067,1.58,RIGHT,420,699,429,700,-2.00,4.27,0.0,1.304,0.831,1.304,0.831
2026-07-26 13:25:56,FOLLOW_TRACK,37.9009576667,-97.6640625,9.582547920925649,10.334178623202783,161.41162,180.0,1.485199828,26.79,28.79,23,14.093,9.28,7.45,1.199,44.9,206.3,0.4,1.69,1.052,1.69,RIGHT,420,697,429,699,-2.01,3.89,0.0,1.270,0.834,1.270,0.834
2026-07-26 13:25:56,FOLLOW_TRACK,37.9009551667,-97.6640618333,9.305061485988547,10.392815543757521,166.45352,180.0,1.3437277280000002,27.07,29.07,23,13.950,9.28,7.17,1.225,41.0,207.5,0.2,1.84,1.052,1.84,RIGHT,420,683,429,697,-2.03,2.89,0.0,1.253,0.852,1.253,0.852
2026-07-26 13:25:56,FOLLOW_TRACK,37.900953,-97.6640608333,9.064569591796717,10.480766310633108,170.8598,180.0,1.3262366319999999,27.32,29.32,23,13.857,9.28,6.92,1.284,38.4,209.3,-8.8,1.98,1.052,1.98,RIGHT,420,672,429,693,-2.06,3.42,0.0,1.238,0.866,1.238,0.866
2026-07-26 13:25:56,FOLLOW_TRACK,37.9009501667,-97.6640606667,8.750088600453784,10.495419259945484,173.58666,180.0,1.506292032,27.56,29.56,24,13.664,9.28,6.68,1.278,36.8,210.4,2.4,2.01,1.052,2.01,RIGHT,420,670,428,684,-2.14,6.11,0.0,1.236,0.869,1.236,0.869
2026-07-26 13:25:56,FOLLOW_TRACK,37.9009476667,-97.6640603333,8.472602130653083,10.524742301297072,177.39968,178.0,1.393628796,27.84,29.84,24,13.511,9.28,6.40,1.290,33.6,211.0,-2.1,2.19,1.045,2.19,RIGHT,420,663,429,678,-2.21,4.40,0.0,1.212,0.878,1.212,0.878
2026-07-26 13:25:57,FOLLOW_TRACK,37.9009451667,-97.6640603333,8.195115622763835,10.524742657341493,182.64434,178.0,1.408033228,28.12,30.12,24,13.339,9.29,6.12,1.274,28.1,210.8,-5.4,2.56,1.045,2.56,RIGHT,425,644,429,672,-2.27,3.15,0.0,1.188,0.902,1.188,0.902
2026-07-26 13:25:57,FOLLOW_TRACK,37.9009426667,-97.6640603333,7.917629114551783,10.524743013306427,186.17626,178.0,1.4620498480000002,28.39,30.39,24,13.170,9.30,5.84,1.257,24.4,210.6,-3.0,2.92,1.045,2.92,RIGHT,438,631,428,661,-2.39,4.52,0.0,1.170,0.920,1.170,0.920
2026-07-26 13:25:57,FOLLOW_TRACK,37.9009403333,-97.6640601667,7.65863432700303,10.539395894997412,191.57432,178.0,1.307202204,28.58,30.58,25,13.028,9.31,5.66,1.261,20.1,211.7,-15.5,3.42,1.045,3.42,RIGHT,452,617,435,647,-2.63,2.81,0.0,1.152,0.938,1.152,0.938
2026-07-26 13:25:57,FOLLOW_TRACK,37.9009373333,-97.6640608333,7.325650443171749,10.480768532344056,195.43646,178.0,1.6956074239999999,28.91,30.91,25,12.787,9.32,5.33,1.202,14.8,210.2,-5.1,4.54,1.045,4.54,RIGHT,473,597,434,633,-2.83,4.96,0.0,1.126,0.965,1.126,0.965
2026-07-26 13:25:57,FOLLOW_TRACK,37.9009346667,-97.6640611667,7.029672198136966,10.451446220222643,201.1695,172.7,1.496003152,29.21,31.21,25,12.596,9.34,5.03,1.173,7.9,209.0,-13.2,8.34,1.025,8.34,RIGHT,517,583,450,614,-3.44,3.04,0.0,1.068,0.982,1.068,0.982
2026-07-26 13:25:58,FOLLOW_TRACK,37.900932,-97.6640625,6.733682742698342,10.334182212168887,204.86962,172.7,1.57677086,29.50,31.50,25,12.334,9.38,4.74,1.055,0.7,205.6,-2.0,inf,1.025,inf,STRAIGHT,550,550,479,599,-4.66,5.20,0.0,1.025,1.025,1.025,1.025
2026-07-26 13:25:58,FOLLOW_TRACK,37.90093,-97.6640636667,6.511693408436284,10.231570655945966,207.45532,172.7,1.09576572,29.72,31.72,25,12.128,9.41,4.52,0.953,-5.0,202.5,-2.4,12.39,1.025,12.39,LEFT,572,528,512,578,-8.42,4.52,0.0,0.996,1.054,0.996,1.054
2026-07-26 13:25:58,FOLLOW_TRACK,37.900928,-97.6640648333,6.289704075284028,10.128967889105903,211.9963,172.7,1.265017796,29.98,31.98,26,11.923,9.44,4.27,0.845,-13.2,198.8,-8.3,4.69,1.025,4.69,LEFT,609,491,545,550,-110.73,3.16,0.0,0.949,1.101,0.949,1.101
2026-07-26 13:25:58,FOLLOW_TRACK,37.9009256667,-97.6640671667,6.0307201182506995,9.923744526366153,211.59532,183.4,1.703324084,30.23,32.23,26,11.613,9.47,4.02,0.631,-18.8,192.7,6.8,3.19,0.944,3.19,LEFT,692,533,576,521,10.05,50.43,0.0,0.841,1.048,0.841,1.048
2026-07-26 13:25:58,FOLLOW_TRACK,37.900923,-97.6640698333,5.73473053116958,9.689216085663864,213.71858,183.4,1.881836152,30.52,32.52,26,11.259,9.45,3.73,0.386,-27.0,186.8,0.7,2.23,0.944,2.23,LEFT,726,498,622,518,5.17,10.34,0.0,0.796,1.093,0.796,1.093
2026-07-26 13:25:59,FOLLOW_TRACK,37.9009206667,-97.664072,5.475746602575155,9.49865404309471,213.68402,183.4,1.613296384,30.77,32.77,26,10.964,9.44,3.48,0.186,-31.9,181.8,3.8,1.89,0.944,1.89,LEFT,747,478,689,513,2.93,547.38,0.0,0.769,1.119,0.769,1.119
2026-07-26 13:25:59,FOLLOW_TRACK,37.9009188333,-97.6640736667,5.272248928538101,9.352067176046528,211.90878,183.4,1.189908972,30.97,32.97,26,10.736,9.43,3.28,0.033,-34.0,177.9,4.1,1.78,0.944,1.78,LEFT,755,469,722,495,2.25,7.29,0.0,0.758,1.130,0.758,1.130
2026-07-26 13:25:59,FOLLOW_TRACK,37.9009168333,-97.6640753333,5.050259558004166,9.205489117145508,208.84242,183.4,1.334982
