timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed,t_monotonic_ms,guidance_mode,geometry_class,geometry_reason,signed_cross_track,heading_err_to_tangent,ref_tangent_deg,ref_tangent_confidence,raw_curvature,cmd_curvature,curvature_saturated,curvature_slew_limited,capture_active,intersect_s,intersect_w,speed_limited,formula_used,raw_gary_curvature,raw_gary_radius,final_cmd_curvature,final_desired_turn_radius,current_target_index,next_target_index,gary_A,gary_B,target_advanced,gary_IA,gary_offset_distance,DC,DT
2026-08-30 12:47:21,FOLLOW_TRACK,37.9008655,-97.6642083333,-3.5703294918183017,-3.0489470935860146,48.00115,2.5,0.008745548,0.00,0.00,0,4.695,0.00,0.00,4.695,-7.5,40.5,,17.97,0.750,inf,STRAIGHT,762,762,1092,1099,,inf,0.0,0.750,0.750,0.750,0.750,250,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.05 > |w|=0.86),-2.889,-45.5,2.5,1.00,0.0000,0.0000,0,0,0,4.05,-0.86,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.962,0.333,0,-45.5,0.613,4.052,-0.860
2026-08-30 12:47:21,FOLLOW_TRACK,37.9008653333,-97.6642081667,-3.588832296856226,-3.034294537227148,48.14617,2.5,0.008231104,0.00,0.00,0,4.700,0.00,0.00,4.700,-7.9,40.2,,17.03,0.750,inf,STRAIGHT,762,762,1075,1081,,inf,0.0,0.750,0.750,0.750,0.750,450,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.02 > |w|=0.91),-2.873,-45.6,2.5,1.00,0.0000,0.0000,0,0,0,4.02,-0.91,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.968,0.333,0,-45.6,0.649,4.020,-0.907
2026-08-30 12:47:22,FOLLOW_TRACK,37.9008653333,-97.6642083333,-3.588832291442372,-3.048947100387839,48.32431,2.5,0.01543332,0.00,0.00,0,4.709,0.00,0.00,4.709,-8.0,40.4,,16.97,0.750,inf,STRAIGHT,762,762,981,977,62.91,inf,0.0,0.750,0.750,0.750,0.750,653,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.03 > |w|=0.91),-2.888,-45.8,2.5,1.00,0.0000,0.0000,0,0,0,4.03,-0.91,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.977,0.333,0,-45.8,0.653,4.028,-0.911
2026-08-30 12:47:22,FOLLOW_TRACK,37.9008653333,-97.6642083333,-3.588832291442372,-3.048947100387839,48.12567,2.5,0.014404432,0.00,0.00,0,4.709,0.00,0.00,4.709,-7.8,40.4,,17.40,0.750,inf,STRAIGHT,762,762,884,876,40.12,inf,0.0,0.750,0.750,0.750,0.750,853,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.04 > |w|=0.89),-2.888,-45.6,2.5,1.00,0.0000,0.0000,0,0,0,4.04,-0.89,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.977,0.333,0,-45.6,0.637,4.042,-0.892
2026-08-30 12:47:22,FOLLOW_TRACK,37.9008655,-97.6642076667,-3.5703295137028204,-2.9903192460967523,48.57885,2.5,0.339018596,0.00,0.00,0,4.657,0.00,0.00,4.657,-8.6,39.9,,15.52,0.750,inf,STRAIGHT,762,762,795,786,42.62,8.54,0.0,0.750,0.750,0.750,0.750,1054,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=3.93 > |w|=0.97),-2.830,-46.1,2.5,1.00,0.0000,0.0000,0,0,0,3.93,-0.97,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.926,0.333,0,-46.1,0.699,3.931,-0.971
2026-08-30 12:47:22,FOLLOW_TRACK,37.9008661667,-97.6642063333,-3.49632945390016,-2.8730459359449703,44.69772,2.5,0.6096161400000001,0.00,0.00,0,4.525,0.00,0.00,4.525,-5.3,39.4,12.4,24.56,0.750,inf,STRAIGHT,762,762,774,769,79.37,1.85,0.0,0.750,0.750,0.750,0.750,1257,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.05 > |w|=0.62),-2.716,-42.2,2.5,1.00,0.0000,0.0000,0,0,0,4.05,-0.62,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.796,0.333,0,-42.2,0.417,4.046,-0.621
2026-08-30 12:47:22,FOLLOW_TRACK,37.9008673333,-97.6642053333,-3.3668431827445056,-2.785095326338587,40.91601,2.5,0.692956068,0.00,0.00,0,4.369,0.00,0.00,4.369,-1.3,39.6,3.2,inf,0.750,inf,STRAIGHT,762,762,773,766,56.90,2.15,0.0,0.750,0.750,0.750,0.750,1464,gary_arrows,RUN_STRAIGHT,step 10: arc does not fit yet (s=4.24 > |w|=0.16),-2.634,-38.4,2.5,1.00,0.0000,0.0000,0,0,0,4.24,-0.16,0,GARY_STRAIGHT,,,0.0000,inf,0,1,4.640,0.333,0,-38.4,0.101,4.241,-0.162
2026-08-30 12:47:23,FOLLOW_TRACK,37.9008681667,-97.6642038333,-3.2743403256947508,-2.6531694501111622,38.45167,2.5,0.856034816,0.00,0.00,0,4.214,0.00,0.00,4.214,0.6,39.0,17.8,inf,0.750,1.05,RIGHT,570,953,772,767,79.65,4.06,0.0,0.999,0.501,0.750,0.750,1667,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 4.21/4, toward the arrow",-2.507,-35.9,2.5,1.00,0.9491,0.9491,0,0,0,4.27,0.07,0,GARY_FALLBACK_DC4,,,0.9491,1.05,0,1,4.487,0.333,0,-35.9,0.042,4.272,0.071
2026-08-30 12:47:23,FOLLOW_TRACK,37.900869,-97.6642023333,-3.1818485647965398,-2.5212435780482583,36.21937,2.5,0.728452704,0.00,0.00,0,4.060,0.00,0.00,4.060,2.2,38.4,11.6,53.53,0.750,1.01,RIGHT,563,960,750,784,-11.77,3.59,0.0,1.009,0.491,0.755,0.745,1863,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 4.06/4, toward the arrow",-2.379,-33.7,2.5,1.00,0.9853,0.9853,0,0,0,4.29,0.28,0,GARY_FALLBACK_DC4,,,0.9853,1.01,0,1,4.334,0.333,0,-33.7,0.154,4.288,0.277
2026-08-30 12:47:23,FOLLOW_TRACK,37.9008698333,-97.664201,-3.089356799868302,-2.4039790669154204,34.75483,2.5,0.8297981720000001,0.00,0.00,0,3.914,0.00,0.00,3.914,3.1,37.9,15.3,35.81,0.750,0.98,RIGHT,555,968,647,886,-1.68,7.18,0.0,1.018,0.482,0.757,0.743,2080,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 3.91/4, toward the arrow",-2.266,-32.2,2.5,1.00,1.0218,1.0218,0,0,0,4.25,0.40,0,GARY_FALLBACK_DC4,,,1.0218,0.98,0,1,4.191,0.333,0,-32.2,0.214,4.248,0.401
