timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed,t_monotonic_ms,guidance_mode,geometry_class,geometry_reason,signed_cross_track,heading_err_to_tangent,ref_tangent_deg,ref_tangent_confidence,raw_curvature,cmd_curvature,curvature_saturated,curvature_slew_limited,capture_active,intersect_s,intersect_w,speed_limited
2026-08-23 13:37:17,FOLLOW_ACQUIRE,37.9008461667,-97.6642051667,-2.79335643810515,-2.2134260888443986,51.68611,3.8,0.004115552,0.00,0.00,0,3.564,0.00,0.00,3.564,-13.3,38.4,,7.75,0.756,7.75,LEFT,783,731,1089,1093,,inf,0.0,0.722,0.790,0.722,0.790,322,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:17,FOLLOW_ACQUIRE,37.9008461667,-97.6642051667,-2.79335643810515,-2.2134260888443986,51.94855,3.8,0.002057776,0.00,0.00,0,3.564,0.00,0.00,3.564,-13.6,38.4,,7.60,0.756,7.60,LEFT,784,730,1077,1080,,inf,0.0,0.721,0.791,0.721,0.791,512,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:18,FOLLOW_ACQUIRE,37.9008461667,-97.6642051667,-2.79335643810515,-2.2134260888443986,51.68543,3.8,0.006687772,0.00,0.00,0,3.564,0.00,0.00,3.564,-13.3,38.4,,7.75,0.756,7.75,LEFT,783,731,976,971,51.09,inf,0.0,0.722,0.790,0.722,0.790,733,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:18,FOLLOW_ACQUIRE,37.9008461667,-97.6642051667,-2.79335643810515,-2.2134260888443986,51.74642,3.8,0.011317767999999999,0.00,0.00,0,3.564,0.00,0.00,3.564,-13.4,38.4,,7.72,0.756,7.72,LEFT,783,731,884,875,35.70,inf,0.0,0.722,0.790,0.722,0.790,922,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:18,FOLLOW_ACQUIRE,37.9008461667,-97.6642048333,-2.7933564462223677,-2.1841033631857103,51.46684,3.8,0.165136524,0.00,0.00,0,3.546,0.00,0.00,3.546,-13.4,38.0,,7.62,0.756,7.62,LEFT,784,730,807,776,12.35,6.64,0.0,0.721,0.791,0.721,0.791,1119,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:18,FOLLOW_ACQUIRE,37.9008466667,-97.6642041667,-2.7378591611474907,-2.125475486175961,50.12919,3.8,0.304550848,0.00,0.00,0,3.466,0.00,0.00,3.466,-12.3,37.8,,8.13,0.756,8.13,LEFT,782,732,795,742,7.53,2.56,0.0,0.724,0.789,0.724,0.789,1314,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:18,FOLLOW_ACQUIRE,37.900847,-97.6642033333,-2.7008646790343973,-2.052177454822567,48.06132,3.8,0.389948552,0.00,0.00,0,3.392,0.00,0.00,3.392,-10.8,37.2,,9.02,0.756,9.02,LEFT,779,734,793,737,7.17,2.28,0.0,0.727,0.785,0.727,0.785,1524,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:19,FOLLOW_ACQUIRE,37.9008476667,-97.6642025,-2.626864595555585,-1.9788882135206127,46.51071,3.8,0.5432528640000001,0.00,0.00,0,3.289,0.00,0.00,3.289,-9.5,37.0,4.8,9.94,0.756,9.94,LEFT,777,736,791,737,7.45,4.55,0.0,0.729,0.783,0.729,0.783,1751,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:19,FOLLOW_ACQUIRE,37.9008483333,-97.6642013333,-2.552875619663644,-1.876276245150393,43.98398,3.8,0.5226751040000001,0.00,0.00,0,3.168,0.00,0.00,3.168,-7.7,36.3,25.3,11.87,0.756,11.87,LEFT,774,740,788,737,7.91,2.12,0.0,0.734,0.778,0.734,0.778,1930,tangent_pose,,,,,,,,,0,0,0,,,0
2026-08-23 13:37:19,FOLLOW_ACQUIRE,37.9008488333,-97.6642005,-2.497378333990762,-1.8029870108755324,43.41591,3.8,0.47328848,0.00,0.00,0,3.080,0.00,0.00,3.080,-7.6,35.8,,11.66,0.756,11.66,LEFT,774,739,785,740,8.96,10.18,0.0,0.733,0.779,0.733,0.779,2140,tangent_pose,,,,,,,,,0,0,0,,,0
