timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed,t_monotonic_ms,guidance_mode,geometry_class,geometry_reason,signed_cross_track,heading_err_to_tangent,ref_tangent_deg,ref_tangent_confidence,raw_curvature,cmd_curvature,curvature_saturated,curvature_slew_limited,capture_active,intersect_s,intersect_w,speed_limited,formula_used,raw_gary_curvature,raw_gary_radius,final_cmd_curvature,final_desired_turn_radius,current_target_index,next_target_index,gary_A,gary_B,target_advanced,gary_IA,gary_offset_distance,DC,DT,gary_along_to_next_m,target_advance_reason
2026-09-06 10:00:48,FOLLOW_TRACK,37.900887,-97.6641798333,-1.1839461037840942,-0.5423558036011916,20.55946,2.5,0.004629996,0.00,0.00,0,1.302,0.00,0.00,1.302,4.1,24.6,,9.21,0.163,0.33,RIGHT,1079,1348,1092,1104,,inf,0.0,0.338,-0.012,0.169,0.157,473,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.30/4, toward the arrow",-0.490,-18.0,2.5,1.00,3.0716,3.0716,0,0,0,1.58,0.30,0,GARY_FALLBACK_DC4,,,3.0716,0.33,0,1,1.616,0.333,0,-18.0,0.092,1.582,0.297,-1.207,NONE
2026-09-06 10:00:48,FOLLOW_TRACK,37.900887,-97.6641798333,-1.1839461037840942,-0.5423558036011916,20.49157,2.5,0.008745548,0.00,0.00,0,1.302,0.00,0.00,1.302,4.1,24.6,,9.06,0.163,0.33,RIGHT,1079,1348,1092,1104,,inf,0.0,0.338,-0.012,0.169,0.156,526,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.30/4, toward the arrow",-0.490,-18.0,2.5,1.00,3.0716,3.0716,0,0,0,1.59,0.30,0,GARY_FALLBACK_DC4,,,3.0716,0.33,0,1,1.616,0.333,0,-18.0,0.094,1.587,0.303,-1.207,NONE
2026-09-06 10:00:48,FOLLOW_TRACK,37.900887,-97.6641798333,-1.1839461037840942,-0.5423558036011916,20.5541,2.5,0.008745548,0.00,0.00,0,1.302,0.00,0.00,1.302,4.1,24.6,,9.20,0.163,0.33,RIGHT,1079,1348,1085,1155,-2.18,inf,0.0,0.338,-0.012,0.169,0.157,750,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.30/4, toward the arrow",-0.490,-18.0,2.5,1.00,3.0716,3.0716,0,0,0,1.58,0.30,0,GARY_FALLBACK_DC4,,,3.0716,0.33,0,1,1.616,0.333,0,-18.0,0.092,1.582,0.298,-1.207,NONE
2026-09-06 10:00:48,FOLLOW_TRACK,37.900887,-97.6641798333,-1.1839461037840942,-0.5423558036011916,20.59716,2.5,0.0030866640000000002,0.00,0.00,0,1.302,0.00,0.00,1.302,4.0,24.6,,9.30,0.163,0.33,RIGHT,1079,1348,1085,1243,-0.77,inf,0.0,0.338,-0.012,0.169,0.157,922,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.30/4, toward the arrow",-0.490,-18.1,2.5,1.00,3.0716,3.0716,0,0,0,1.58,0.29,0,GARY_FALLBACK_DC4,,,3.0716,0.33,0,1,1.616,0.333,0,-18.1,0.091,1.578,0.294,-1.207,NONE
2026-09-06 10:00:48,FOLLOW_TRACK,37.900887,-97.6641798333,-1.1839461037840942,-0.5423558036011916,20.46002,2.5,0.007202216,0.00,0.00,0,1.302,0.00,0.00,1.302,4.2,24.6,,8.99,0.163,0.33,RIGHT,1079,1348,1085,1318,-0.41,inf,0.0,0.338,-0.012,0.169,0.156,1110,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.30/4, toward the arrow",-0.490,-17.9,2.5,1.00,3.0716,3.0716,0,0,0,1.59,0.31,0,GARY_FALLBACK_DC4,,,3.0716,0.33,0,1,1.616,0.333,0,-17.9,0.094,1.590,0.306,-1.207,NONE
2026-09-06 10:00:49,FOLLOW_TRACK,37.9008868333,-97.66418,-1.202448901963334,-0.55701716071911,20.78235,2.5,0.08385437200000001,0.00,0.00,0,1.325,0.00,0.00,1.325,4.1,24.9,,9.33,0.166,0.33,RIGHT,1076,1346,1085,1339,-0.35,inf,0.0,0.341,-0.009,0.172,0.159,1323,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.33/4, toward the arrow",-0.504,-18.3,2.5,1.00,3.0184,3.0184,0,0,0,1.61,0.30,0,GARY_FALLBACK_DC4,,,3.0184,0.33,0,1,1.638,0.333,0,-18.3,0.094,1.607,0.300,-1.226,NONE
2026-09-06 10:00:49,FOLLOW_TRACK,37.9008866667,-97.66418,-1.2209406023311309,-0.5570171619895737,21.71277,2.5,0.11472101200000001,0.00,0.00,0,1.342,0.00,0.00,1.342,2.8,24.5,,13.68,0.168,0.34,RIGHT,1075,1344,1086,1340,-0.35,1.35,0.0,0.343,-0.007,0.172,0.163,1513,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.34/4, toward the arrow",-0.503,-19.2,2.5,1.00,2.9806,2.9806,0,0,0,1.53,0.20,0,GARY_FALLBACK_DC4,,,2.9806,0.34,0,1,1.656,0.333,0,-19.2,0.066,1.529,0.200,-1.244,NONE
2026-09-06 10:00:49,FOLLOW_TRACK,37.9008865,-97.6641803333,-1.239443401630387,-0.5863310781417271,21.59147,2.5,0.11420656800000001,0.00,0.00,0,1.371,0.00,0.00,1.371,3.7,25.3,,10.55,0.171,0.34,RIGHT,1072,1341,1085,1339,-0.35,10.39,0.0,0.346,-0.004,0.177,0.166,1709,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.37/4, toward the arrow",-0.531,-19.1,2.5,1.00,2.9173,2.9173,0,0,0,1.63,0.27,0,GARY_FALLBACK_DC4,,,2.9173,0.34,0,1,1.683,0.333,0,-19.1,0.089,1.626,0.273,-1.264,NONE
2026-09-06 10:00:49,FOLLOW_TRACK,37.9008863333,-97.6641805,-1.2579462002907873,-0.6009924340970602,22.60707,2.5,0.08745548,0.00,0.00,0,1.394,0.00,0.00,1.394,2.9,25.5,,13.64,0.174,0.35,RIGHT,1070,1100,1085,1339,-0.35,inf,0.0,0.349,-0.001,0.179,0.170,1923,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.39/4, toward the arrow",-0.545,-20.1,2.5,1.00,2.8692,2.8692,0,0,0,1.59,0.21,0,GARY_FALLBACK_DC4,,,2.8692,0.35,0,1,1.706,0.333,0,-20.1,0.071,1.587,0.207,-1.283,NONE
2026-09-06 10:00:49,FOLLOW_TRACK,37.9008861667,-97.6641806667,-1.2764379001656712,-0.6156537914788809,23.81031,2.5,0.09054214399999999,0.00,0.00,0,1.417,0.00,0.00,1.417,1.9,25.7,,inf,0.177,0.35,RIGHT,1068,1100,1083,1323,-0.40,inf,0.0,0.352,0.002,0.177,0.177,2119,gary_arrows,INTERSECT_AHEAD_OF_TARGET,"step 11: DTR = dist(C,T)/4 = 1.42/4, toward the arrow",-0.559,-21.3,2.5,1.00,2.8226,2.8226,0,0,0,1.54,0.13,0,GARY_FALLBACK_DC4,,,2.8226,0.35,0,1,1.728,0.333,0,-21.3,0.048,1.539,0.132,-1.302,NONE
