timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,dist_to_start,heading_diff_to_target,bearing_to_start,offset_distance,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position
2026-06-07 14:59:51,PIVOT_TO_BEARING,37.9008386667,-97.6641975,-3.625816101085216,-1.539135463979266,73.48072,1.8,0.0061733280000000005,3.939,71.7,23.0,,,0,0,LEFT,1370,830,1109,1095
2026-06-07 14:59:51,PIVOT_TO_BEARING,37.9008386667,-97.6641975,-3.625816101085216,-1.539135463979266,73.51099,1.8,0.0056588839999999994,3.939,71.7,23.0,,,0,0,LEFT,1370,830,1114,1089
2026-06-07 14:59:51,PIVOT_TO_BEARING,37.9008386667,-97.6641975,-3.625816101085216,-1.539135463979266,73.42261,1.8,0.00514444,3.939,71.7,23.0,,,0,0,LEFT,1370,830,1162,1038
2026-06-07 14:59:52,PIVOT_TO_BEARING,37.9008386667,-97.6641975,-3.625816101085216,-1.539135463979266,73.6373,1.8,0.007202216,3.939,71.9,23.0,,,0,0,LEFT,1370,830,1257,931
2026-06-07 14:59:52,PIVOT_TO_BEARING,37.9008385,-97.6641975,-3.6443189010599726,-1.539135467403228,73.98737,1.8,0.050415512,3.956,72.2,22.9,,,0,0,LEFT,1370,830,1331,849
2026-06-07 14:59:52,PIVOT_TO_BEARING,37.9008383333,-97.6641976667,-3.6628216971210783,-1.553796836363439,72.32131,1.8,0.127582112,3.979,70.6,23.0,,,0,0,LEFT,1370,830,1352,837
2026-06-07 14:59:52,PIVOT_TO_BEARING,37.9008383333,-97.6641976667,-3.6628216971210783,-1.553796836363439,71.29254,1.8,0.02057776,3.979,69.5,23.0,,,0,0,LEFT,1370,830,1358,836
2026-06-07 14:59:52,PIVOT_TO_BEARING,37.9008383333,-97.6641978333,-3.662821694303509,-1.5684494049291091,70.1644,1.8,0.0056588839999999994,3.985,68.4,23.2,,,0,0,LEFT,1370,830,1357,835
2026-06-07 14:59:53,PIVOT_TO_BEARING,37.9008383333,-97.6641976667,-3.6628216971210783,-1.553796836363439,70.11344,1.8,0.03601108,3.979,68.3,23.0,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:53,PIVOT_TO_BEARING,37.9008383333,-97.6641976667,-3.6628216971210783,-1.553796836363439,69.62122,1.8,0.026751088,3.979,67.9,23.0,,,0,0,LEFT,1370,830,1357,835
2026-06-07 14:59:53,PIVOT_TO_BEARING,37.9008385,-97.6641975,-3.6443189010599726,-1.539135467403228,68.04116,1.8,0.015947764,3.956,66.3,22.9,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:53,PIVOT_TO_BEARING,37.9008385,-97.6641975,-3.6443189010599726,-1.539135467403228,67.68261,1.8,0.01800554,3.956,65.9,22.9,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:53,PIVOT_TO_BEARING,37.9008385,-97.6641975,-3.6443189010599726,-1.539135467403228,67.29806,1.8,0.010803324000000001,3.956,65.5,22.9,,,0,0,LEFT,1370,830,1357,835
2026-06-07 14:59:54,PIVOT_TO_BEARING,37.9008385,-97.6641973333,-3.644318903462648,-1.5244741020000183,67.04023,1.8,0.035496636000000005,3.950,65.3,22.7,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:54,PIVOT_TO_BEARING,37.9008385,-97.6641973333,-3.644318903462648,-1.5244741020000183,66.69284,1.8,0.040641076,3.950,64.9,22.7,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:54,PIVOT_TO_BEARING,37.9008385,-97.6641971667,-3.6443189062897554,-1.5098215335497234,65.86579,1.8,0.07099327200000001,3.945,64.1,22.5,,,0,0,LEFT,1370,830,1357,835
2026-06-07 14:59:54,PIVOT_TO_BEARING,37.9008385,-97.664197,-3.6443189092689665,-1.495160168137682,64.77951,1.8,0.050929956000000005,3.939,63.0,22.3,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:54,PIVOT_TO_BEARING,37.9008385,-97.6641968333,-3.644318911767017,-1.480498803888226,63.45422,1.8,0.06687772,3.934,61.7,22.1,,,0,0,LEFT,1370,830,1357,835
2026-06-07 14:59:55,PIVOT_TO_BEARING,37.9008385,-97.6641965,-3.6443189169968,-1.4511848700347216,62.44924,1.8,0.073051048,3.923,60.7,21.7,,,0,0,LEFT,1370,830,1358,834
2026-06-07 14:59:55,PIVOT_TO_BEARING,37.9008385,-97.6641965,-3.6443189169968,-1.4511848700347216,60.6847,1.8,0.051958844000000004,3.923,58.9,21.7,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:55,PIVOT_TO_BEARING,37.9008385,-97.6641963333,-3.6443189193994754,-1.4365235046315121,59.45465,1.8,0.07099327200000001,3.917,57.7,21.5,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:55,PIVOT_TO_BEARING,37.9008386667,-97.6641961667,-3.625816122080151,-1.4218709306804989,57.41742,1.8,0.098258804,3.895,55.7,21.4,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:55,PIVOT_TO_BEARING,37.9008386667,-97.6641958333,-3.6258161270762526,-1.392548202181587,51.97631,1.8,0.100831024,3.884,50.2,21.0,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:56,PIVOT_TO_BEARING,37.9008386667,-97.6641955,-3.625816131739037,-1.3632342684522898,47.5107,1.8,0.160506528,3.874,45.7,20.6,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:56,PIVOT_TO_BEARING,37.9008388333,-97.6641951667,-3.6073244358463423,-1.3339203305552094,43.63372,1.8,0.111119904,3.846,41.9,20.3,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:56,PIVOT_TO_BEARING,37.9008388333,-97.664195,-3.6073244383443934,-1.3192589663057535,39.32112,1.8,0.099802136,3.841,37.6,20.1,,,0,0,LEFT,1370,830,1358,834
2026-06-07 14:59:56,PIVOT_TO_BEARING,37.9008388333,-97.6641946667,-3.6073244429213402,-1.289945031538078,34.80962,1.8,0.14301543200000003,3.831,33.0,19.7,,,0,0,LEFT,1370,830,1358,835
2026-06-07 14:59:56,PIVOT_TO_BEARING_DONE,37.9008388333,-97.6641943333,-3.6073244473409063,-1.2606223030479982,28.98248,1.8,0.168737632,3.821,27.2,19.3,,,0,0,STRAIGHT,1100,1100,1358,835
2026-06-07 14:59:57,DRIVE_TO_START,37.9008391667,-97.664194,-3.570318851696274,-1.2313083625861525,24.68283,1.8,0.148674316,3.777,22.9,19.0,,19.16,1.000,19.16,LEFT,799,791,1337,859
2026-06-07 14:59:57,DRIVE_TO_START,37.9008393333,-97.6641936667,-3.551827155360569,-1.2019944263131592,20.35543,1.8,0.170280964,3.750,18.6,18.7,,inf,1.000,inf,STRAIGHT,795,795,1247,951
2026-06-07 14:59:57,DRIVE_TO_START,37.9008393333,-97.6641935,-3.5518271572057842,-1.1873330611495323,16.74688,1.8,0.11986545200000001,3.745,15.0,18.5,,inf,1.000,inf,STRAIGHT,795,795,1153,1012
2026-06-07 14:59:57,DRIVE_TO_START,37.9008393333,-97.6641933333,-3.551827159703835,-1.172671696900076,13.80682,1.8,0.075623268,3.740,12.0,18.3,,24.03,1.000,24.03,RIGHT,792,798,1051,915
2026-06-07 14:59:57,DRIVE_TO_START,37.9008393333,-97.6641933333,-3.551827159703835,-1.172671696900076,11.38125,1.8,0.039097744,3.740,9.6,18.3,,15.59,1.000,15.59,RIGHT,790,800,956,823
2026-06-07 14:59:58,DRIVE_TO_START,37.9008395,-97.6641933333,-3.5333243608886282,-1.1726716941683664,10.91063,1.8,0.0514444,3.723,9.1,18.4,,14.36,1.000,14.36,RIGHT,790,801,850,808
2026-06-07 14:59:58,DRIVE_TO_START,37.9008396667,-97.6641928333,-3.514821566092109,-1.1286963941766517,9.14338,1.8,0.20474871200000003,3.692,7.4,17.8,,12.26,1.000,12.26,RIGHT,789,802,807,807
2026-06-07 14:59:58,DRIVE_TO_START,37.9008405,-97.6641923333,-3.4223297708188647,-1.0847210822496198,7.21096,1.8,0.47020181600000005,3.590,5.4,17.6,,9.97,1.000,9.97,RIGHT,788,803,800,806
2026-06-07 14:59:58,DRIVE_TO_START,37.9008411667,-97.664192,-3.34832967404679,-1.0554071396628306,5.25986,1.8,0.34622081200000004,3.511,3.5,17.5,,8.28,1.000,8.28,RIGHT,786,805,798,806
2026-06-07 14:59:58,DRIVE_TO_START,37.900842,-97.6641918333,-3.255837875495421,-1.0407457629738075,3.39048,1.8,0.5015829,3.418,1.6,17.7,,6.90,1.000,6.90,RIGHT,784,806,797,806
2026-06-07 14:59:59,DRIVE_TO_START,37.900843,-97.6641915,-3.1448432773326442,-1.0114318169841137,1.87614,1.8,0.364740796,3.303,0.1,17.8,,6.01,1.000,6.01,RIGHT,782,808,796,807
2026-06-07 14:59:59,DRIVE_TO_START,37.9008436667,-97.6641915,-3.070843177139382,-1.0114318079047027,0.47635,1.8,0.40795409200000005,3.233,1.3,18.2,,5.30,1.000,5.30,RIGHT,781,810,793,809
2026-06-07 14:59:59,DRIVE_TO_START,37.9008445,-97.6641913333,-2.978351378781452,-0.996770432280554,359.21984,1.8,0.508785116,3.141,2.5,18.5,,4.76,1.000,4.76,RIGHT,779,812,791,810
2026-06-07 14:59:59,DRIVE_REPIVOT_WRONGWAY,37.9008453333,-97.6641913333,-2.8858595764144956,-0.9967704210389005,359.01192,1.8,0.459398492,3.053,2.8,19.1,,,0,0,STRAIGHT,1100,1100,792,812
2026-06-07 14:59:59,PIVOT_TO_BEARING,37.9008465,-97.664191,-2.7563621790377595,-0.967456474464909,359.65908,1.8,0.55817174,2.921,2.1,19.3,,,0,0,RIGHT,830,1370,808,830
2026-06-07 15:00:00,PIVOT_TO_BEARING,37.9008473333,-97.664191,-2.663870378118436,-0.9674564635870457,359.4764,1.8,0.5159873319999999,2.834,2.3,20.0,,,0,0,RIGHT,830,1370,908,934
2026-06-07 15:00:00,PIVOT_TO_BEARING,37.9008485,-97.6641908333,-2.5343729780698814,-0.9527950860667217,1.17408,1.8,0.571547284,2.708,0.6,20.6,,,0,0,RIGHT,830,1370,985,1024
2026-06-07 15:00:00,PIVOT_TO_BEARING,37.9008493333,-97.664191,-2.4418811753740615,-0.9674564373703898,2.42532,1.8,0.393035216,2.627,0.7,21.6,,,0,0,RIGHT,830,1370,922,1120
2026-06-07 15:00:00,PIVOT_TO_BEARING,37.9008491667,-97.664191,-2.4603728756598016,-0.9674564395502961,3.04566,1.8,0.09877324800000001,2.644,1.3,21.5,,,0,0,RIGHT,830,1370,850,1215
2026-06-07 15:00:00,PIVOT_TO_BEARING,37.900849,-97.6641911667,-2.47887567371537,-0.9821178040732517,4.19564,1.8,0.107004352,2.666,2.4,21.6,,,0,0,RIGHT,830,1370,842,1311
2026-06-07 15:00:01,PIVOT_TO_BEARING,37.9008488333,-97.6641913333,-2.4973784717272767,-0.9967703737112168,7.78727,1.8,0.176968736,2.689,6.0,21.8,,,0,0,RIGHT,830,1370,840,1352
2026-06-07 15:00:01,PIVOT_TO_BEARING_DONE,37.9008485,-97.6641918333,-2.53437296749258,-1.0407456714544143,17.39753,1.8,0.247962008,2.740,15.6,22.3,,,0,0,STRAIGHT,1100,1100,840,1361
2026-06-07 15:00:01,DRIVE_TO_START,37.9008481667,-97.6641925,-2.5713674605316634,-1.099382333225149,32.86065,1.8,0.332330824,2.797,31.1,23.1,,8.29,1.000,8.29,LEFT,805,786,861,1341
2026-06-07 15:00:01,DRIVE_TO_START,37.9008485,-97.6641933333,-2.5343729494778553,-1.1726715514749746,46.60987,1.8,0.32358527600000003,2.793,44.8,24.8,,3.76,1.000,3.76,LEFT,816,775,952,1241
2026-06-07 15:00:01,DRIVE_TO_START,37.9008488333,-97.664194,-2.4973784393315284,-1.2313082015405838,63.721,1.8,0.386861888,2.784,62.0,26.2,,2.29,1.000,2.29,LEFT,829,762,1008,1132
2026-06-07 15:00:02,DRIVE_REPIVOT_BEARING,37.9008488333,-97.6641946667,-2.4973784308395346,-1.2899448569351508,76.67592,1.8,0.183142064,2.811,74.9,27.3,,,0,0,STRAIGHT,1100,1100,910,1018
2026-06-07 15:00:02,PIVOT_TO_BEARING,37.900849,-97.6641951667,-2.4788756240161156,-1.333920147007967,87.43052,1.8,0.260823108,2.815,85.7,28.3,,,0,0,LEFT,1370,830,856,923
2026-06-07 15:00:02,PIVOT_TO_BEARING,37.9008491667,-97.6641946667,-2.4603728308236197,-1.289944851178597,94.23042,1.8,0.311753064,2.778,92.5,27.7,,,0,0,LEFT,1370,830,921,931
2026-06-07 15:00:02,PIVOT_TO_BEARING,37.9008493333,-97.6641938333,-2.4418811422475226,-1.2166468310764662,100.16966,1.8,0.412584088,2.728,98.4,26.5,,,0,0,LEFT,1370,830,1019,1027
2026-06-07 15:00:02,PIVOT_TO_BEARING,37.9008495,-97.6641933333,-2.4233783488745453,-1.172671535602054,104.2916,1.8,0.11935100800000001,2.692,102.5,25.8,,,0,0,LEFT,1370,830,1113,983
2026-06-07 15:00:03,PIVOT_TO_BEARING,37.9008496667,-97.6641933333,-2.404875548697173,-1.1726715328968402,105.43576,1.8,0.082825484,2.676,103.7,26.0,,,0,0,LEFT,1370,830,1212,876
2026-06-07 15:00:03,PIVOT_TO_BEARING,37.9008495,-97.6641933333,-2.4233783488745453,-1.172671535602054,104.79586,1.8,0.11986545200000001,2.692,103.0,25.8,,,0,0,LEFT,1370,830,1306,842
2026-06-07 15:00:03,PIVOT_TO_BEARING,37.9008495,-97.6641931667,-2.4233783506439566,-1.158018968323177,103.9344,1.8,0.05401662,2.686,102.2,25.5,,,0,0,LEFT,1370,830,1348,836
2026-06-07 15:00:03,PIVOT_TO_BEARING,37.9008493333,-97.6641935,-2.441881146581747,-1.1873329003557602,100.50182,1.8,0.156390976,2.715,98.7,25.9,,,0,0,LEFT,1370,830,1359,835
2026-06-07 15:00:03,PIVOT_TO_BEARING,37.9008491667,-97.6641935,-2.4603728463386396,-1.1873329031213753,97.66864,1.8,0.056074396,2.732,95.9,25.8,,,0,0,LEFT,1370,830,1359,835
2026-06-07 15:00:04,PIVOT_TO_BEARING,37.9008491667,-97.6641935,-2.4603728463386396,-1.1873329031213753,95.22946,1.8,0.040126632,2.732,93.5,25.8,,,0,0,LEFT,1370,830,1359,835
