timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,target_rel_east,target_rel_north,segment_index,distance_to_start,lookahead_east,lookahead_north,cross_track_error,alpha_deg,bearing,heading_vs_cog_error,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s,desired_left_wheel_speed,desired_right_wheel_speed,calculated_left_wheel_speed,calculated_right_wheel_speed,t_monotonic_ms,guidance_mode,geometry_class,geometry_reason,signed_cross_track,heading_err_to_tangent,ref_tangent_deg,ref_tangent_confidence,raw_curvature,cmd_curvature,curvature_saturated,curvature_slew_limited,capture_active,intersect_s,intersect_w,speed_limited,formula_used,raw_gary_curvature,raw_gary_radius,final_cmd_curvature,final_desired_turn_radius,current_target_index,next_target_index,gary_A,gary_B,target_advanced,gary_IA,gary_offset_distance,DC,DT,gary_along_to_next_m,target_advance_reason,actuator_lag_counts,actuator_lag_reference_left,actuator_lag_reference_right,actuator_lag_command_left_before_limit,actuator_lag_command_right_before_limit,actuator_lag_speed_limited,actuator_lag_speed_before,actuator_lag_speed_after,wheel_speed_limited,wheel_speed_limit_scale,wheel_speed_limit_before_max,wheel_speed_limit_after_max,gary_straight_heading_limited,gary_straight_heading_speed_before,gary_straight_heading_speed_after
2026-09-13 14:30:12,FOLLOW_TRACK,37.9008923333,-97.6642018333,-0.5919782368033666,-2.4772675147894683,6.10409,360.0,0.006687772,0.00,2.00,0.015,2.000,0,2.547,0.01,2.00,2.547,37.8,43.9,,2.93,1.072,2.93,RIGHT,420,612,1093,1096,,inf,0.0,1.200,0.944,1.200,0.944,359,pure_pursuit,TANGENT_ARC,,-2.492,37.8,360.0,1.00,0.3407,0.3407,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3407,2.93,0,1,,,0,37.8,,,,,NONE,7,1030,1030,420,612,0,1.072,1.072,1,0.8534,1.406,1.200,0,1.256,1.256
2026-09-13 14:30:12,FOLLOW_TRACK,37.9008923333,-97.6642026667,-0.5919782143101772,-2.550565490404261,6.16951,360.0,0.012346656000000001,0.00,2.00,0.015,2.000,0,2.618,0.01,2.00,2.618,38.5,44.7,,2.93,1.072,2.93,RIGHT,420,613,1075,1078,,inf,0.0,1.200,0.944,1.200,0.944,558,pure_pursuit,TANGENT_ARC,,-2.565,38.5,360.0,1.00,0.3417,0.3417,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3417,2.93,0,1,,,0,38.5,,,,,NONE,,960,960,420,613,0,1.072,1.072,1,0.8532,1.407,1.200,0,1.256,1.256
2026-09-13 14:30:13,FOLLOW_TRACK,37.9008923333,-97.6642035,-0.5919781909119924,-2.6238546702287247,6.12521,360.0,0.009774436,0.00,2.00,0.015,2.000,0,2.690,0.01,2.00,2.690,39.4,45.5,,2.91,1.071,2.91,RIGHT,420,613,971,969,128.96,inf,0.0,1.200,0.943,1.200,0.943,772,pure_pursuit,TANGENT_ARC,,-2.639,39.4,360.0,1.00,0.3432,0.3432,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3432,2.91,0,1,,,0,39.4,,,,,NONE,,890,890,420,613,0,1.071,1.071,1,0.8528,1.407,1.200,0,1.256,1.256
2026-09-13 14:30:13,FOLLOW_TRACK,37.9008923333,-97.664204,-0.5919781770559882,-2.6678299373045435,6.16936,360.0,0.030352195999999998,0.00,2.00,0.015,2.000,0,2.733,0.01,2.00,2.733,39.8,46.0,,2.91,1.071,2.91,RIGHT,420,613,876,868,40.82,inf,0.0,1.200,0.943,1.200,0.943,962,pure_pursuit,TANGENT_ARC,,-2.682,39.8,360.0,1.00,0.3434,0.3434,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3434,2.91,0,1,,,0,39.8,,,,,NONE,,820,820,420,613,0,1.071,1.071,1,0.8527,1.407,1.200,0,1.256,1.256
2026-09-13 14:30:13,FOLLOW_TRACK,37.9008925,-97.6642038333,-0.5734753808967664,-2.6531685766900366,6.4918,360.0,0.34879303200000006,0.00,2.00,0.015,2.000,0,2.714,0.01,2.00,2.714,39.5,46.0,,2.91,1.071,2.91,RIGHT,420,614,778,764,28.37,12.52,0.0,1.200,0.942,1.200,0.942,1165,pure_pursuit,TANGENT_ARC,,-2.668,39.5,360.0,1.00,0.3435,0.3435,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3435,2.91,0,1,,,0,39.5,,,,,NONE,,750,750,420,614,0,1.071,1.071,1,0.8527,1.407,1.200,0,1.256,1.256
2026-09-13 14:30:13,FOLLOW_TRACK,37.9008928333,-97.6642033333,-0.536480894442732,-2.6091932976809904,5.83967,360.0,0.514444,0.00,2.00,0.015,2.000,0,2.664,0.01,2.00,2.664,40.1,46.0,88.1,2.83,1.068,2.83,RIGHT,420,619,676,661,31.26,9.40,0.0,1.200,0.936,1.200,0.936,1371,pure_pursuit,TANGENT_ARC,,-2.624,40.1,360.0,1.00,0.3533,0.3533,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3533,2.83,0,1,,,0,40.1,,,,,NONE,,676,661,420,619,0,1.068,1.068,1,0.8501,1.412,1.200,0,1.256,1.256
2026-09-13 14:30:13,FOLLOW_TRACK,37.9008931667,-97.6642013333,-0.4994753479838892,-2.4332922200688873,5.73628,360.0,0.829283728,0.00,2.00,0.015,2.000,0,2.484,0.01,2.00,2.484,38.7,44.4,71.2,2.80,1.067,2.80,RIGHT,420,621,586,629,-11.90,87.83,0.0,1.200,0.933,1.200,0.933,1561,pure_pursuit,TANGENT_ARC,,-2.448,38.7,360.0,1.00,0.3572,0.3572,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3572,2.80,0,1,,,0,38.7,,,,,NONE,90,586,621,420,621,0,1.067,1.067,1,0.8490,1.413,1.200,0,1.256,1.256
2026-09-13 14:30:14,FOLLOW_TRACK,37.9008943333,-97.664199,-0.36998910331314794,-2.2280772058751173,5.6278,360.0,1.131262356,0.00,2.00,0.015,2.000,0,2.259,0.01,2.00,2.259,37.8,43.4,59.3,2.66,1.061,2.66,RIGHT,420,630,494,625,-4.16,121.29,0.0,1.200,0.921,1.200,0.921,1765,pure_pursuit,TANGENT_ARC,,-2.243,37.8,360.0,1.00,0.3757,0.3757,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3757,2.66,0,1,,,0,37.8,,,,,NONE,92,494,630,420,630,0,1.061,1.061,1,0.8442,1.421,1.200,0,1.256,1.256
2026-09-13 14:30:14,FOLLOW_TRACK,37.9008951667,-97.6641963333,-0.27748626246674085,-1.993539501098878,4.65066,360.0,1.237752264,0.00,2.00,0.015,2.000,0,2.013,0.01,2.00,2.013,36.8,41.4,61.8,2.54,1.055,2.54,RIGHT,420,639,438,629,-2.95,14.15,0.0,1.200,0.909,1.200,0.909,1960,pure_pursuit,TANGENT_ARC,,-2.008,36.8,360.0,1.00,0.3942,0.3942,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.3942,2.54,0,1,,,0,36.8,,,,,NONE,56,424,639,420,639,0,1.055,1.055,1,0.8394,1.430,1.200,0,1.256,1.256
2026-09-13 14:30:14,FOLLOW_TRACK,37.9008963333,-97.6641933333,-0.1480000202011267,-1.729687881741861,4.95472,360.0,1.500633148,0.00,2.00,0.015,2.000,0,1.736,0.01,2.00,1.736,34.1,39.1,58.2,2.47,1.051,2.47,RIGHT,420,645,431,632,-2.81,59.41,0.0,1.200,0.902,1.200,0.902,2171,pure_pursuit,TANGENT_ARC,,-1.744,34.1,360.0,1.00,0.4056,0.4056,0,0,0,,,0,PURE_PURSUIT_CHORD,,,0.4056,2.47,0,1,,,0,34.1,,,,,NONE,,420,645,420,645,0,1.051,1.051,1,0.8365,1.435,1.200,0,1.256,1.256
