timestamp,state,latitude,longitude,rel_north,rel_east,heading,desired_heading,speed,path_progress_m,target_progress_m,segment_index,lookahead_east,lookahead_north,cross_track_error,alpha_deg,calculated_turn_radius,desired_speed,desired_turn_radius,turn_direction,desired_left_actuator_position,desired_right_actuator_position,actual_left_actuator_position,actual_right_actuator_position,actuator_est_radius,gps_achieved_radius,dwell_remaining_s
2026-07-05 15:41:32,FOLLOW_ACQUIRE,37.9008421667,-97.664185,-3.2373351292341956,-0.4397529684767029,36.91655,3.7,0.002057776,0.00,2.00,0,0.14,1.99,3.267,-30.6,5.17,1.070,2.59,LEFT,637,493,1093,1097,,inf,0.0
2026-07-05 15:41:32,FOLLOW_ACQUIRE,37.9008421667,-97.664185,-3.2373351292341956,-0.4397529684767029,37.01141,3.7,0.006687772,0.00,2.00,0,0.14,1.99,3.267,-30.7,5.16,1.070,2.58,LEFT,638,492,1091,1091,,inf,0.0
2026-07-05 15:41:32,FOLLOW_ACQUIRE,37.9008421667,-97.664185,-3.2373351292341956,-0.4397529684767029,36.94084,3.7,0.006687772,0.00,2.00,0,0.14,1.99,3.267,-30.6,5.17,1.070,2.59,LEFT,637,493,1043,1043,inf,inf,0.0
2026-07-05 15:41:32,FOLLOW_ACQUIRE,37.9008421667,-97.664185,-3.2373351292341956,-0.4397529684767029,36.9442,3.7,0.003601108,0.00,2.00,0,0.14,1.99,3.267,-30.6,5.17,1.070,2.58,LEFT,637,493,951,944,15.25,inf,0.0
2026-07-05 15:41:33,FOLLOW_ACQUIRE,37.9008421667,-97.664185,-3.2373351292341956,-0.4397529684767029,36.81511,3.7,0.010803324000000001,0.00,2.00,0,0.14,1.99,3.267,-30.5,5.19,1.070,2.59,LEFT,637,493,840,826,13.35,inf,0.0
2026-07-05 15:41:33,FOLLOW_ACQUIRE,37.9008425,-97.6641846667,-3.200340629766663,-0.4104390331192916,36.94619,3.7,0.161020972,0.00,2.00,0,0.14,1.99,3.227,-30.9,5.09,1.070,2.54,LEFT,639,491,756,741,16.40,12.16,0.0
2026-07-05 15:41:33,FOLLOW_ACQUIRE,37.900843,-97.6641838333,-3.1448433326502436,-0.3371410069939685,36.04814,3.7,0.45836960400000004,0.00,2.00,0,0.14,1.99,3.163,-30.7,5.05,1.070,2.53,LEFT,639,491,669,640,10.75,6.00,0.0
2026-07-05 15:41:33,FOLLOW_ACQUIRE,37.900844,-97.6641825,-3.0338487360591913,-0.21987647776343472,33.91205,3.7,0.807162636,0.00,2.00,0,0.14,1.99,3.042,-29.8,5.07,1.070,2.54,LEFT,639,491,653,542,3.17,4.40,0.0
2026-07-05 15:41:33,FOLLOW_ACQUIRE,37.9008455,-97.664181,-2.867356835728843,-0.08795058898472254,31.32608,3.7,0.9954491400000001,0.00,2.00,0,0.14,1.99,2.869,-28.6,5.08,1.070,2.54,LEFT,639,491,649,506,2.56,4.29,0.0
2026-07-05 15:41:34,FOLLOW_ACQUIRE,37.900847,-97.6641793333,-2.7008649351484855,0.05863665793794328,29.60219,3.7,1.17807676,0.00,2.00,0,0.14,1.99,2.702,-28.6,4.91,1.070,2.45,LEFT,641,489,650,497,2.41,8.03,0.0
2026-07-05 15:41:34,FOLLOW_ACQUIRE,37.9008486667,-97.6641778333,-2.515870231733494,0.19056253508938872,27.00238,3.7,1.099881272,0.00,2.00,0,0.14,1.99,2.523,-27.6,4.86,1.070,2.43,LEFT,642,488,650,494,2.37,4.96,0.0
2026-07-05 15:41:34,FOLLOW_ACQUIRE,37.9008501667,-97.6641761667,-2.3493783243450013,0.3371409754305527,24.26583,3.7,1.1461812320000002,0.00,2.00,0,0.14,1.99,2.373,-26.8,4.81,1.070,2.41,LEFT,643,487,649,493,2.37,4.76,0.0
2026-07-05 15:41:34,FOLLOW_ACQUIRE,37.9008516667,-97.6641751667,-2.1828864192147157,0.42509155039815155,23.92639,3.7,1.101939048,0.00,2.00,0,0.14,1.99,2.224,-27.8,4.49,1.070,2.24,LEFT,648,482,649,492,2.36,36.64,0.0
2026-07-05 15:41:34,FOLLOW_ACQUIRE,37.9008535,-97.6641733333,-1.9794000067240733,0.5863401345693137,21.49812,3.7,1.3766521440000001,0.00,2.00,0,0.14,1.99,2.064,-27.9,4.27,1.070,2.14,LEFT,653,477,649,489,2.32,6.57,0.0
2026-07-05 15:41:35,FOLLOW_ACQUIRE,37.900856,-97.6641721667,-1.7019134955151922,0.6889432584680677,19.88656,3.7,1.399802124,0.00,2.00,0,0.14,1.99,1.836,-28.3,3.94,1.070,1.97,LEFT,660,470,653,483,2.19,12.05,0.0
2026-07-05 15:41:35,FOLLOW_ACQUIRE,37.900858,-97.6641706667,-1.4799242807724937,0.8208691018472949,16.84687,3.7,1.290739996,0.00,2.00,0,0.14,1.99,1.692,-27.9,3.78,1.070,1.89,LEFT,664,466,655,479,2.12,3.59,0.0
2026-07-05 15:41:35,FOLLOW_ACQUIRE,37.9008598333,-97.6641695,-1.2764378669404628,0.923481014622603,14.43037,3.7,1.103996824,0.00,2.00,0,0.14,1.99,1.575,-27.9,3.60,1.070,1.80,LEFT,669,461,655,473,2.06,5.45,0.0
2026-07-05 15:41:35,FOLLOW_ACQUIRE,37.9008611667,-97.6641688333,-1.1284376584456868,0.9821176446381202,12.42304,3.7,1.145152344,0.00,2.00,0,0.14,1.99,1.496,-27.5,3.50,1.070,1.75,LEFT,672,458,656,468,2.00,6.79,0.0
2026-07-05 15:41:35,FOLLOW_ACQUIRE,37.9008631667,-97.6641678333,-0.9064484444812083,1.0700681860805044,8.75047,3.7,1.338068844,0.00,2.00,0,0.14,1.99,1.402,-26.5,3.41,1.070,1.71,LEFT,675,455,655,464,1.98,3.69,0.0
2026-07-05 15:41:36,FOLLOW_ACQUIRE,37.9008658333,-97.664167,-0.6104702294575044,1.1433573533597658,5.49283,3.7,1.431697652,0.00,2.00,0,0.14,1.99,1.296,-26.5,3.12,1.070,1.56,LEFT,685,445,665,460,1.84,5.92,0.0
2026-07-05 15:41:36,FOLLOW_ACQUIRE,37.9008681667,-97.6641661667,-0.35147541615651784,1.2166465220391505,0.53819,3.7,1.316462196,0.00,2.00,0,0.14,1.99,1.266,-25.2,3.04,1.070,1.52,LEFT,688,442,669,455,1.76,2.81,0.0
2026-07-05 15:41:36,FOLLOW_ACQUIRE,37.9008705,-97.6641656667,-0.09249170518414158,1.2606217639097774,357.25588,3.7,1.265017796,0.00,2.00,0,0.14,1.99,1.264,-25.5,2.76,1.070,1.38,LEFT,701,429,677,449,1.65,4.40,0.0
2026-07-05 15:41:36,FOLLOW_ACQUIRE,37.9008723333,-97.6641658333,0.11099469526212122,1.2459691687589458,354.58376,3.7,1.25524336,0.19,2.19,0,0.15,2.19,1.236,-22.3,3.09,1.070,1.54,LEFT,686,444,682,440,1.56,5.42,0.0
2026-07-05 15:41:36,FOLLOW_ACQUIRE,37.9008748333,-97.6641655,0.38848120381001605,1.275283047106845,350.23724,3.7,1.261931132,0.47,2.47,0,0.17,2.47,1.247,-18.2,3.76,1.070,1.88,LEFT,665,465,686,444,1.55,4.05,0.0
2026-07-05 15:41:37,FOLLOW_ACQUIRE,37.9008773333,-97.6641656667,0.6659677064134706,1.260621647346489,346.76312,3.7,1.3396121760000002,0.76,2.76,1,0.19,2.75,1.213,-14.0,4.86,1.070,2.43,LEFT,642,488,681,445,1.59,4.44,0.0
2026-07-05 15:41:37,FOLLOW_ACQUIRE,37.9008798333,-97.6641656667,0.943454210077757,1.2606216047540921,341.78436,7.8,1.4167787760000001,1.03,3.03,1,0.21,3.03,1.193,-8.6,7.84,0.960,3.92,LEFT,663,577,666,459,1.82,2.54,0.0
2026-07-05 15:41:37,FOLLOW_ACQUIRE,37.9008826667,-97.6641661667,1.2579463085408398,1.216646283403085,338.72624,7.8,1.61020972,1.34,3.34,1,0.25,3.33,1.126,-3.7,17.94,0.960,8.97,LEFT,639,601,663,493,2.15,5.65,0.0
2026-07-05 15:41:37,FOLLOW_ACQUIRE,37.9008846667,-97.6641668333,1.4799355040433497,1.1580184184242357,334.82236,7.8,1.3437277280000002,1.56,3.56,1,0.28,3.55,1.051,2.2,29.21,0.960,14.60,RIGHT,609,632,656,563,3.69,3.83,0.0
2026-07-05 15:41:37,FOLLOW_ACQUIRE,37.9008868333,-97.664168,1.7204163946244824,1.0554064876467393,332.31488,7.8,1.30154332,1.79,3.79,1,0.31,3.78,0.931,7.8,8.03,0.960,4.01,RIGHT,578,662,632,603,11.65,6.30,0.0
2026-07-05 15:41:38,FOLLOW_ACQUIRE,37.9008883333,-97.6641686667,1.886908290088929,0.996769843213526,331.26968,7.8,0.860150368,1.95,3.95,2,0.33,3.93,0.861,10.7,5.77,0.960,2.88,RIGHT,562,678,603,637,-9.88,10.32,0.0
2026-07-05 15:41:38,FOLLOW_ACQUIRE,37.9008903333,-97.6641691667,2.108897489224113,0.9527945467749701,329.29562,8.8,1.1502967840000002,2.17,4.17,2,0.36,4.15,0.803,14.6,4.21,0.828,2.11,RIGHT,617,755,584,658,-4.53,5.88,0.0
2026-07-05 15:41:38,FOLLOW_ACQUIRE,37.900892,-97.6641701667,2.2938921826993104,0.8648439915795767,329.39396,8.8,1.0510090920000001,2.34,4.34,2,0.39,4.32,0.703,17.5,3.47,0.828,1.74,RIGHT,602,769,587,692,-3.07,123.66,0.0
2026-07-05 15:41:38,FOLLOW_ACQUIRE,37.9008938333,-97.6641711667,2.4973785781425475,0.7768934373579038,333.31424,8.8,1.100395716,2.54,4.54,2,0.42,4.52,0.602,16.7,3.57,0.828,1.78,RIGHT,605,767,600,745,-2.06,3.20,0.0
2026-07-05 15:41:38,FOLLOW_TRACK,37.900895,-97.6641725,2.626875968900828,0.6596289824293212,335.0242,8.8,0.914166988,2.66,4.66,2,0.44,4.64,0.477,18.8,3.15,0.828,1.57,RIGHT,594,778,600,761,-1.82,5.96,0.0
2026-07-05 15:41:39,FOLLOW_TRACK,37.9008963333,-97.6641736667,2.7748650638756365,0.5570170891239489,336.24416,8.8,0.8781559080000001,2.80,4.80,2,0.46,4.78,0.365,21.0,2.80,0.828,1.40,RIGHT,582,790,594,768,-1.69,9.39,0.0
2026-07-05 15:41:39,FOLLOW_TRACK,37.900898,-97.664174,2.9598597663982664,0.5277031640934853,339.31824,3.4,1.038662436,2.99,4.99,2,0.49,4.96,0.324,19.5,3.00,0.836,1.50,RIGHT,585,780,594,774,-1.62,3.40,0.0
2026-07-05 15:41:39,FOLLOW_TRACK,37.9008998333,-97.6641748333,3.1633461660614786,0.4544139798734913,343.61952,3.4,1.0571824200000002,3.20,5.20,3,0.50,5.17,0.224,17.6,3.32,0.836,1.66,RIGHT,594,770,594,780,-1.55,2.72,0.0
2026-07-05 15:41:39,FOLLOW_TRACK,37.9009016667,-97.6641753333,3.3668436678653815,0.41043870687830947,346.50552,3.4,1.056153532,3.40,5.40,3,0.51,5.37,0.153,16.4,3.56,0.836,1.78,RIGHT,600,764,594,776,-1.60,4.32,0.0
2026-07-05 15:41:39,FOLLOW_TRACK,37.9009033333,-97.6641756667,3.5518272698532027,0.3811159925441695,350.79628,3.4,0.990819144,3.58,5.58,3,0.52,5.55,0.099,13.2,4.38,0.836,2.19,RIGHT,615,749,600,771,-1.70,2.77,0.0
2026-07-05 15:41:40,FOLLOW_TRACK,37.9009051667,-97.6641758333,3.7553247734404236,0.3664634265980343,356.45668,3.4,0.981559152,3.78,5.78,3,0.53,5.75,0.057,8.3,6.91,0.836,3.45,RIGHT,640,725,602,761,-1.84,2.05,0.0
2026-07-05 15:41:40,FOLLOW_TRACK,37.9009071667,-97.6641756667,3.9773139793971297,0.3811159727539041,359.81772,355.2,1.156470112,4.00,6.00,3,0.54,5.97,0.042,4.6,12.34,1.098,6.17,RIGHT,520,582,612,743,-2.26,3.65,0.0
2026-07-05 15:41:40,FOLLOW_TRACK,37.900909,-97.6641755,4.180800383057408,0.39577731475450617,4.31284,355.2,1.0474079840000001,4.20,6.20,4,0.52,6.17,0.026,-0.8,inf,1.098,inf,STRAIGHT,551,551,611,713,-3.01,2.64,0.0
2026-07-05 15:41:40,FOLLOW_TRACK,37.9009111667,-97.6641751667,4.421292389371827,0.4250912082617457,8.36767,355.2,1.038662436,4.45,6.45,4,0.50,6.41,0.019,-6.2,9.18,1.098,4.59,LEFT,593,509,554,618,-5.62,2.90,0.0
2026-07-05 15:41:40,FOLLOW_TRACK,37.900913,-97.6641743333,4.6247787992613105,0.4983891526748085,13.21328,355.2,1.1189156999999998,4.66,6.66,4,0.48,6.63,0.060,-13.7,4.23,1.098,2.11,LEFT,642,460,564,550,27.15,2.65,0.0
2026-07-05 15:41:41,FOLLOW_TRACK,37.9009151667,-97.6641731667,4.865270811107906,0.6009921996501801,17.91856,355.2,1.285081112,4.91,6.91,4,0.46,6.88,0.124,-21.9,2.70,1.098,1.35,LEFT,693,420,602,500,3.77,3.35,0.0
2026-07-05 15:41:41,FOLLOW_TRACK,37.9009171667,-97.664172,5.08726002334621,0.703604038166068,21.67633,355.2,1.2089434000000001,5.13,7.13,5,0.44,7.09,0.210,-29.1,2.08,1.098,1.04,LEFT,736,420,641,461,2.14,3.35,0.0
2026-07-05 15:41:41,FOLLOW_TRACK,37.900919,-97.6641703333,5.290746443752747,0.850191120809443,25.89563,357.4,1.3766521440000001,5.34,7.34,5,0.43,7.31,0.344,-37.6,1.69,1.098,1.00,LEFT,743,420,704,432,1.37,4.45,0.0
2026-07-05 15:41:41,FOLLOW_TRACK,37.9009216667,-97.6641686667,5.586735765679664,0.9967693937146135,25.15727,357.4,1.546418664,5.64,7.64,5,0.42,7.61,0.472,-41.1,1.60,1.098,1.00,LEFT,743,420,725,426,1.23,20.31,0.0
2026-07-05 15:41:41,FOLLOW_TRACK,37.9009238333,-97.6641673333,5.827216686202088,1.11404255620453,23.36597,357.4,1.3411555080000002,5.89,7.89,5,0.41,7.86,0.575,-42.6,1.59,1.098,1.00,LEFT,743,420,735,424,1.17,8.40,0.0
2026-07-05 15:41:42,FOLLOW_TRACK,37.9009256667,-97.6641658333,6.0307142102708635,1.2459682696045227,20.8553,357.4,1.194538968,6.00,8.00,6,0.40,7.97,0.712,-44.4,1.51,1.098,1.00,LEFT,743,420,735,424,1.17,5.84,0.0
2026-07-05 15:41:42,FOLLOW_TRACK,37.9009271667,-97.6641646667,6.197206129827295,1.348571289394265,17.39577,357.4,0.989275812,6.16,8.16,6,0.39,8.12,0.828,-43.8,1.55,1.098,1.00,LEFT,743,420,734,424,1.18,3.14,0.0
2026-07-05 15:41:42,FOLLOW_TRACK,37.9009293333,-97.6641631667,6.437687058878627,1.4804969844279225,10.95283,357.4,1.2891966639999999,6.39,8.39,6,0.38,8.35,0.980,-40.8,1.69,1.098,1.00,LEFT,743,420,735,424,1.17,2.25,0.0
2026-07-05 15:41:42,FOLLOW_TRACK,37.9009313333,-97.6641621667,6.659676281547502,1.5684474334741088,6.2908,357.3,1.293312216,6.60,8.60,6,0.37,8.57,1.086,-38.4,1.81,1.070,1.00,LEFT,752,420,734,424,1.18,3.21,0.0
2026-07-05 15:41:42,FOLLOW_TRACK,37.9009336667,-97.6641618333,6.918671093647035,1.597770074610227,1.77347,357.3,1.31440442,6.86,8.86,6,0.36,8.82,1.137,-34.8,1.99,1.070,1.00,LEFT,752,420,739,424,1.15,3.34,0.0
2026-07-05 15:41:43,FOLLOW_TRACK,37.9009361667,-97.664161,7.196157615453865,1.6710591581079142,356.26116,357.3,1.365334376,7.13,9.13,6,0.35,9.09,1.233,-31.2,2.23,1.070,1.12,LEFT,733,420,743,424,1.13,2.94,0.0
2026-07-05 15:41:43,FOLLOW_TRACK,37.9009381667,-97.6641608333,7.418146823868824,1.6857204574320905,350.4336,357.3,1.123545696,7.39,9.39,7,0.34,9.36,1.258,-25.3,2.77,1.070,1.38,LEFT,700,430,737,424,1.16,2.13,0.0
2026-07-05 15:41:43,FOLLOW_TRACK,37.9009405,-97.6641611667,7.6771305251303295,1.656397714733483,345.14696,357.3,1.2583300240000002,7.65,9.65,7,0.32,9.62,1.241,-19.6,3.51,1.070,1.75,LEFT,672,458,723,429,1.25,2.70,0.0
2026-07-05 15:41:43,FOLLOW_TRACK,37.9009426667,-97.6641616667,7.917622521081894,1.6124224301938432,340.74088,2.6,1.205342292,7.90,9.90,7,0.33,9.86,1.208,-14.1,4.76,1.126,2.38,LEFT,620,455,697,435,1.43,3.17,0.0
2026-07-05 15:41:43,FOLLOW_TRACK,37.9009446667,-97.6641621667,8.13961171947426,1.568447150465492,334.1204,2.6,1.066442412,8.12,10.12,7,0.34,10.08,1.174,-6.4,10.36,1.126,5.18,LEFT,575,499,666,450,1.76,1.78,0.0
2026-07-05 15:41:44,FOLLOW_TRACK,37.9009463333,-97.6641633333,8.32459530584363,1.4658440967938755,329.9531,2.6,1.1400079040000002,8.31,10.31,7,0.35,10.27,1.080,0.3,inf,1.126,inf,STRAIGHT,537,537,609,466,2.75,3.56,0.0
2026-07-05 15:41:44,FOLLOW_TRACK,37.9009481667,-97.6641643333,8.528092796811604,1.3778935933896568,325.41082,2.6,1.078789068,8.52,10.52,8,0.36,10.48,1.002,7.0,8.99,1.126,4.49,RIGHT,493,581,577,498,4.98,2.45,0.0
2026-07-05 15:41:44,FOLLOW_TRACK,37.9009498333,-97.6641658333,8.713076379794728,1.2459678621968124,321.263,2.6,1.12406014,8.71,10.71,8,0.37,10.67,0.879,14.6,4.26,1.126,2.13,RIGHT,445,630,536,539,-131.25,3.09,0.0
2026-07-05 15:41:44,FOLLOW_TRACK,37.9009508333,-97.6641666667,8.824070972946371,1.1726699289074247,323.0337,2.6,1.016541344,8.82,10.82,8,0.37,10.78,0.811,14.8,4.15,1.126,2.07,RIGHT,442,632,491,586,-4.14,6.66,0.0
2026-07-05 15:41:44,FOLLOW_TRACK,37.9009535,-97.664168,9.120060265475855,1.0554055355399041,318.22336,1.3,1.65136524,9.12,11.12,8,0.38,11.09,0.707,22.9,2.67,1.126,1.33,RIGHT,420,685,460,623,-2.40,3.89,0.0
2026-07-05 15:41:45,FOLLOW_TRACK,37.9009558333,-97.6641691667,9.37904396005739,0.952793702423899,315.19648,1.3,1.3437277280000002,9.39,11.39,8,0.39,11.35,0.617,28.9,2.12,1.126,1.06,RIGHT,420,723,441,646,-1.90,5.46,0.0
2026-07-05 15:41:45,FOLLOW_TRACK,37.9009578333,-97.6641713333,9.601033146227188,0.7622402186763406,314.71982,1.3,1.463078736,9.62,11.62,8,0.40,11.58,0.437,34.8,1.76,1.126,1.00,RIGHT,420,734,435,685,-1.51,33.04,0.0
2026-07-05 15:41:45,FOLLOW_TRACK,37.9009595,-97.664174,9.786027833826058,0.527702724968376,318.82514,1.3,1.47130984,9.83,11.83,9,0.40,11.79,0.199,37.6,1.65,1.126,1.00,RIGHT,420,734,430,719,-1.27,4.05,0.0
2026-07-05 15:41:45,FOLLOW_TRACK,37.9009611667,-97.664176,9.971022529756452,0.3518018089472178,322.47876,1.3,1.141551236,10.01,12.01,9,0.40,11.97,0.015,39.0,1.59,1.126,1.00,RIGHT,420,734,430,728,-1.22,3.53,0.0
2026-07-05 15:41:45,FOLLOW_TRACK,37.9009626667,-97.6641776667,10.137514431151942,0.20521478604464208,326.76062,1.3,1.130747912,10.17,12.17,9,0.41,12.13,0.139,39.1,1.59,1.126,1.00,RIGHT,420,734,430,728,-1.22,3.11,0.0
2026-07-05 15:41:46,FOLLOW_TRACK,37.9009648333,-97.6641793333,10.377995335484986,0.05863656452822263,333.15012,12.2,1.485199828,10.40,12.40,9,0.44,12.36,0.296,37.8,1.65,1.056,1.00,RIGHT,420,757,430,728,-1.22,2.85,0.0
2026-07-05 15:41:46,FOLLOW_TRACK,37.900967,-97.664181,10.618487343491802,-0.08795044441596662,340.87644,12.2,1.421923216,10.63,12.63,9,0.49,12.59,0.454,35.5,1.77,1.056,1.00,RIGHT,420,757,430,735,-1.19,1.95,0.0
2026-07-05 15:41:46,FOLLOW_TRACK,37.9009691667,-97.6641826667,10.858979351891128,-0.23453744478649194,345.2008,12.2,1.34784328,10.87,12.87,9,0.54,12.82,0.611,36.4,1.77,1.056,1.00,RIGHT,420,757,430,750,-1.12,3.55,0.0
2026-07-05 15:41:46,FOLLOW_TRACK,37.9009715,-97.6641835,11.117963062829574,-0.30782653858088055,354.11744,12.2,1.200197852,11.14,13.14,10,0.60,13.08,0.693,30.7,2.12,1.056,1.06,RIGHT,420,746,430,752,-1.11,1.55,0.0
2026-07-05 15:41:46,FOLLOW_TRACK,37.9009736667,-97.664184,11.358455072992083,-0.3518017494259592,1.35595,44.2,1.293312216,11.38,13.38,10,0.69,13.29,0.742,27.0,2.42,1.049,1.21,RIGHT,424,727,430,746,-1.13,2.04,0.0
2026-07-05 15:41:47,FOLLOW_TRACK,37.900976,-97.6641841667,11.61743878271126,-0.3664630744678295,10.01885,44.2,1.36070438,11.64,13.64,10,0.87,13.48,0.763,23.7,2.78,1.049,1.39,RIGHT,444,707,430,739,-1.17,1.91,0.0
2026-07-05 15:41:47,FOLLOW_TRACK,37.9009783333,-97.6641836667,11.87642248942312,-0.32248784788945156,19.11254,44.2,1.3102888680000002,11.90,13.90,10,1.05,13.66,0.725,18.5,3.55,1.049,1.78,RIGHT,472,679,436,724,-1.26,1.59,0.0
2026-07-05 15:41:47,FOLLOW_TRACK,37.9009805,-97.6641825,12.116914493708842,-0.2198760715969402,28.36014,44.2,1.2609022440000002,12.14,14.14,10,1.22,13.84,0.628,11.6,5.56,1.049,2.78,RIGHT,510,641,443,700,-1.44,1.52,0.0
2026-07-05 15:41:47,FOLLOW_TRACK,37.9009825,-97.6641815,12.338903698889089,-0.13192563956716014,38.44554,44.2,1.266046684,12.26,14.26,11,1.31,13.92,0.557,3.8,16.10,1.049,8.05,RIGHT,553,598,476,668,-1.92,1.57,0.0
2026-07-05 15:41:47,FOLLOW_TRACK,37.9009845,-97.6641798333,12.560892905988805,0.014661336388606817,46.36819,59.7,1.3041155400000002,12.51,14.51,11,1.49,14.08,0.461,-2.2,27.87,1.049,13.93,LEFT,589,562,510,634,-2.98,1.83,0.0
2026-07-05 15:41:48,FOLLOW_TRACK,37.9009863333,-97.664178,12.764379314162584,0.17590084421269972,53.05271,59.7,1.328808852,12.74,14.74,11,1.70,14.20,0.346,-6.4,9.32,1.049,4.66,LEFT,615,536,555,590,-10.55,2.49,0.0
2026-07-05 15:41:48,FOLLOW_TRACK,37.9009875,-97.6641755,12.893876727327564,0.3957768942979872,58.01829,59.7,1.309774424,12.91,14.91,11,1.84,14.29,0.159,-11.9,4.87,1.049,2.44,LEFT,651,500,585,561,15.37,2.83,0.0
2026-07-05 15:41:48,FOLLOW_TRACK,37.900989,-97.6641731667,13.060368644309701,0.6009915993200082,62.29257,59.7,1.3390977320000002,13.12,15.12,11,2.02,14.39,0.007,-15.4,3.66,1.049,1.83,LEFT,676,475,617,531,4.28,3.57,0.0
2026-07-05 15:41:48,FOLLOW_TRACK,37.9009901667,-97.6641705,13.189866069915599,0.835528969014999,62.84741,59.7,1.435813204,13.40,15.40,12,2.27,14.54,0.173,-16.0,3.56,1.049,1.78,LEFT,679,472,649,498,2.44,29.93,0.0
2026-07-05 15:41:48,FOLLOW_TRACK,37.9009911667,-97.6641673333,13.30086070764283,1.114041541115758,64.94174,72.1,1.498060928,13.68,15.68,12,2.52,14.65,0.295,-18.9,3.01,1.028,1.51,LEFT,706,467,670,483,1.96,8.37,0.0
2026-07-05 15:41:49,FOLLOW_TRACK,37.9009921667,-97.6641648333,13.411855343861205,1.3339175641168626,65.27398,72.1,1.191452304,13.91,15.91,12,2.74,14.72,0.375,-18.3,3.06,1.028,1.53,LEFT,704,469,682,474,1.76,42.55,0.0
2026-07-05 15:41:49,FOLLOW_TRACK,37.900993,-97.664162,13.50434719082497,1.583107458395279,64.82778,72.1,1.301028876,14.15,16.15,12,2.97,14.80,0.490,-17.9,3.08,1.028,1.54,LEFT,703,469,696,473,1.62,29.23,0.0
2026-07-05 15:41:49,FOLLOW_TRACK,37.9009938333,-97.6641595,13.596839039100361,1.8029834736317587,61.8346,72.1,1.2392955959999998,14.53,16.53,13,3.32,14.91,0.576,-12.7,4.58,1.028,2.29,LEFT,665,508,695,472,1.62,5.29,0.0
2026-07-05 15:41:49,FOLLOW_TRACK,37.900995,-97.6641568333,13.726336500394268,2.0375208090901213,61.15081,80.0,1.338583288,14.80,16.80,13,3.58,14.99,0.582,-10.5,5.49,1.114,2.75,LEFT,614,472,683,481,1.80,22.25,0.0
2026-07-05 15:41:49,FOLLOW_TRACK,37.9009961667,-97.664154,13.855833968983909,2.286710675485243,58.83755,80.0,1.480055388,15.08,17.08,13,3.86,15.04,0.596,-5.8,9.68,1.114,4.84,LEFT,583,503,653,487,2.23,7.65,0.0
2026-07-05 15:41:50,FOLLOW_TRACK,37.9009975,-97.6641511667,14.003823148452305,2.5359005281677653,56.08741,80.0,1.4131776679999999,15.37,17.37,13,4.14,15.09,0.594,-0.1,inf,1.114,inf,STRAIGHT,543,543,613,490,3.12,5.87,0.0
2026-07-05 15:41:50,FOLLOW_TRACK,37.9009986667,-97.664149,14.133320612920786,2.726462635520122,53.12083,80.0,1.097823496,15.72,17.72,14,4.49,15.15,0.557,6.9,8.46,1.114,4.23,RIGHT,497,589,583,505,4.99,3.90,0.0
2026-07-05 15:41:50,FOLLOW_TRACK,37.9010001667,-97.6641468333,14.299812585102622,2.9170247245092455,51.44367,80.0,1.3807676960000002,15.95,17.95,14,4.72,15.19,0.457,12.3,4.74,1.114,2.37,RIGHT,461,625,542,545,-129.85,9.18,0.0
2026-07-05 15:41:50,FOLLOW_TRACK,37.9010013333,-97.6641446667,14.429298961210549,3.107578024116092,47.84395,81.8,1.285595556,16.17,18.17,14,4.94,15.22,0.393,18.7,3.12,1.114,1.56,RIGHT,420,668,499,589,-4.32,4.02,0.0
2026-07-05 15:41:50,FOLLOW_TRACK,37.9010033333,-97.6641423333,14.651288248777977,3.312801408085795,45.35319,81.8,1.485199828,16.44,18.44,14,5.20,15.26,0.245,26.7,2.21,1.114,1.10,RIGHT,420,720,460,629,-2.30,6.79,0.0
2026-07-05 15:41:51,FOLLOW_TRACK,37.9010051667,-97.6641401667,14.854785836485306,3.5033546626360574,44.84562,81.8,1.393628796,16.68,18.68,14,5.44,15.30,0.110,32.3,1.86,1.114,1.00,RIGHT,420,738,437,675,-1.60,32.23,0.0
2026-07-05 15:41:51,FOLLOW_TRACK,37.9010068333,-97.6641381667,15.039769519489719,3.6792553789797835,45.80518,81.8,1.224891164,16.90,18.90,15,5.66,15.33,0.032,35.9,1.71,1.114,1.00,RIGHT,420,738,431,715,-1.30,14.39,0.0
